event_id,japones,es_final,estado
33003370,なんと！　やめるのですか？\n…%1F少し%2F残念ですね。\nほんとに　%1F少しだけ%2F残念。,"Vaya, ¿os retiráis?\nReconozco que me resulta decepcionante.\nTranquilos, lo superaré.",revisar
33003370,フフッ…\nまたオレに%1F女の%1F子のサッカーを\n%1F見せてくれるのですか？,"Je, je...\nBueno, estoy listo para enfrentarme a\nvuestras jugadoras. Cuando queráis...",revisar
33003370,なんと！　オレが%1F負けるとは…。,"¿He perdido? ¡Bah! Claro, como no he podido\nemplear los puños... Mmmm... Tal vez la\nfuerza bruta no sea suficiente...",memoria
33003370,おかしい…この%2F時代のサッカーは\n%2F軟弱なものではなかったのか？\nもう%1F少し%1F調べる%2F必要がありますね…。,Esto es... ¡inaudito! ¿Cómo ha podido pasar?\n¡Siempre nos dijeron que el fútbol de vuestra\népoca era débil y patético!,revisar
33003370,ますます%2F興味がわいてきました。\nあなたたちのチームに%2F同行させて\nいただきます。,Ahora veo que hace falta investigar más.\n¡Y tengo a los especímenes perfectos!\nSeguro que no os importará que me una.,revisar
33003370,クッ　ククッ…！\n%1F女の%1F子がいるサッカーで%1F勝てるほど\n%2F戦争は%1F甘くはないのですよ！,"Je, je, je... Ya me habían dicho antes que\nel fútbol de esta época era patético, pero\n¡no esperaba que lo fuera TANTO!",revisar
33003370,%s　さんは\nわれらのアジトでおまえたちを%1F待つ\nと%1F言ってましたよ！,"He oído que %s ha dicho:\n""Estaré esperando en nuestro escondite"".  ",revisar
33003370,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33003370,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33003370,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",revisar
33003370,%s　さんは\nわれらのアジトでおまえたちを%1F待つ\nと%1F言ってましたよ！,"He oído que %s ha dicho:\n""Estaré esperando en nuestro escondite"".  ",revisar
33003370,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33003371,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33003371,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003371,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003371,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33003371,ふん…　%1F誰かと%1F思えば\n８０%2F年前の%2F時代の%2F連中か。,"Vaya, vaya... Si son las alimañas\nprimitivas que viven en esta sociedad\narcaica...",oficial
33003371,…なに？　%2F仲間になって%1F欲しいだと？\nオレに　この%2F時代に%1F残れと%1F言うのか？,¿Qué decís? ¿Que me una a vuestro equipo?\n¡¿Me estáis pidiendo que me quede en esta\népoca infame?! ,oficial
33003371,ならばおまえたちの%1F強さをみせてみろ。\n…%2F戦闘%2F開始だ！,¡Bah! ¡Qué insolentes! ¡Yo os enseñaré\ncómo se juega al fútbol de verdad!,oficial
33003371,%1F戦わないのなら　オレは\n%2F仲間になるつもりは%1F無い。,Je... ¿Tenéis tanto miedo que ni siquiera os\natrevéis a hablar? No podéis dar más lástima.,oficial
33003371,あきらめの%1F悪いやつらめ…。\nそんなにオレに\n%2F仲間になって%1F欲しいのか？,¿Qué pasa? ¿No habéis tenido suficiente?\nMalditas sabandijas testarudas...\n¿Aún queréis ficharme?,oficial
33003371,チッ！　%2F結構できるようだが…\n%2F今度はオレも%2F本気で%1F行かせてもらう！,No está mal para una ridícula panda de\nneandertales como la vuestra. Pero\n¡ahora pienso emplearme a fondo!,oficial
33003371,な　なんということだ。\nオレが%1F負けるだなんて…。,Pero ¡¿cómo...?! ¡He perdido!\nBah... No puedo creer que un grupillo\nde bestias primitivas me haya ganado.,oficial
33003371,わかった。　おまえたちと%1F共に%1F行こう。\nずっとこの%2F時代に%1F残るつもりはないが\nそれまではよろしくな。,"Bien, entraré en vuestra selección, pero no\nme quedaré en esta época ni un segundo más\nde lo necesario, ¿queda claro?",oficial
33003371,…これでミッションコンプリートだ。,Misión cumplida.\nNo teníais nada que hacer.,oficial
33003371,%s　さんは\nクジャク%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla del Pavo Real.  ,oficial
33003371,でも　%s　さんは\n%1F必ずそこにいるとは\n%1F限らないみたいですね！,¡Aunque parece que %s\nno anda siempre por allí!,oficial
33003371,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33003371,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33003371,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",oficial
33003371,%s　さんは\nクジャク%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla del Pavo Real.  ,oficial
33003371,でも　%1F必ずそこにいるとは\n%1F限らないみたいなので\nちょっと%1F探してみてください！,Pero puede que no se encuentre\nsiempre allí. Quizá tengas que\nbuscar un poco.,oficial
33003371,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33003401,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33003401,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003401,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003401,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33003401,イナズマジャパンよ…。\nわれら%2F天空の%2F使徒の%1F力を%1F借りたいのか？,Inazuma Japón... ¿Necesitáis la ayuda de los\ncielos?,revisar
33003401,ならば　チームの%2F人数を６５%1F人%2F以上\nあつめてみせるのだ…。\nさすれば　われの%1F力を%1F貸してやろう。,Antes deberéis probar que merecéis\ntenerme en vuestras filas. Para ello habréis\nde reunir al menos a 65 jugadores.,revisar
33003401,われの%1F目はごまかせぬぞ…。\n%2F人数が%1F足りないではないか。\n%2F出直して%1F来なさい！,¿Os burláis de mí? ¡No volváis a\nimportunarme hasta que hayáis reunido\nun equipo más numeroso!,revisar
33003401,%2F仲間を%1F集めてきましたね…。,,sin_pareja
33003401,いいでしょう　われら%2F天空の%2F使徒の%1F力\n%2F存分に%1F知らしめてあげましょう。,"Veo que habéis cumplido lo que os pedí.\nQue tengáis tantos adeptos dice mucho en\nvuestro favor. Muy bien, contad conmigo.",revisar
33003401,われの%2F要求を%1F断るとは…。\nじきに%1F裁きが%1F下りますよ。,¿Osáis rechazar mi generosa oferta?\nLos cielos castigarán vuestra insolencia.,revisar
33003401,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003401,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",memoria
33003401,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",memoria
33003401,はいはい　もしもし！\nあっ　イナズマジャパンですね！,,sin_traducir
33003401,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003401,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,memoria
33003402,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33003402,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003402,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003402,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33003402,イナズマジャパンよ…。\nおまえたちが　われらを%1F呼んだのか。\n%2F天空の%2F使徒の%1F力が%2F必要なのですか？,"Ah, el Inazuma Japón...\n¿Me habéis convocado?\n¿Buscáis la tutela de los cielos?",revisar
33003402,ではここで%2F証明してみせなさい！\nイナズマジャパンが　%1F力を%1F貸すに\n%2F相応しいチームである%1F事を。,"¡Demostrad vuestra valía, pues!\n¡Nosotros no ayudamos ni\nal débil ni al cobarde!",revisar
33003402,%1F強がらなくてもいいのですよ。\n%1F後できっと　われらの%2F助力が\n%2F必要になるでしょう。,No hace falta recurrir a bravatas.\nEs natural buscar el auxilio\nde los seres superiores.,revisar
33003402,やはり　われら%2F天空の%2F使徒の%2F助力を\n%1F欲するというのですか？,¿Vais a admitir que requerís\nde la ayuda celestial?,revisar
33003402,なんと！\nわれに%1F勝つとは…。,"¡Me habéis derrotado! Impresionante...\nVuestra valía ha quedado patente. Bien,\na partir de hoy, somos compañeros.",revisar
33003402,%1F分かりました。\nわれの%1F力を%1F貸してあげましょう。,,sin_pareja
33003402,…まだわれの%1F力を%1F使うには\n%1F早いようですね。\n%2F出直して%1F来なさい。,Carecéis de preparación para recibir\nmi poder. Volved cuando seáis más\nfuertes.,revisar
33003402,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003402,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",memoria
33003402,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",memoria
33003402,はいはい　もしもし！\nあっ　イナズマジャパンですね！,,sin_traducir
33003402,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003402,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,memoria
33003403,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33003403,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003403,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003403,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33003403,イナズマジャパンよ…。\nおまえたちが　われらを%1F呼んだのか。\n%2F天空の%2F使徒の%1F力が%2F必要なのですか？,"Ah, el Inazuma Japón...\n¿Me habéis convocado?\n¿Buscáis la tutela de los cielos?",revisar
33003403,ではここで%2F証明してみせなさい！\nイナズマジャパンが　%1F力を%1F貸すに\n%2F相応しいチームである%1F事を。,"¡Demostrad vuestra valía, pues!\n¡Nosotros no ayudamos ni\nal débil ni al cobarde!",revisar
33003403,%1F強がらなくてもいいのですよ。\n%1F後できっと　われらの%2F助力が\n%2F必要になるでしょう。,No hace falta recurrir a bravatas.\nEs natural buscar el auxilio\nde los seres superiores.,revisar
33003403,やはり　われら%2F天空の%2F使徒の%2F助力を\n%1F欲するというのですか？,¿Vais a admitir que requerís\nde la ayuda celestial?,revisar
33003403,なんと！\nわれに%1F勝つとは…。,"¡Me habéis derrotado! Impresionante...\nVuestra valía ha quedado patente. Bien,\na partir de hoy, somos compañeros.",revisar
33003403,%1F分かりました。\nわれの%1F力を%1F貸してあげましょう。,,sin_pareja
33003403,…まだわれの%1F力を%1F使うには\n%1F早いようですね。\n%2F出直して%1F来なさい。,Carecéis de preparación para recibir\nmi poder. Volved cuando seáis más\nfuertes.,revisar
33003403,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003403,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",memoria
33003403,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",memoria
33003403,はいはい　もしもし！\nあっ　イナズマジャパンですね！,,sin_traducir
33003403,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003403,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,memoria
33003404,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33003404,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003404,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003404,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33003404,われを%1F呼んだのはおまえたちか…。,,sin_pareja
33003404,%2F用件は%1F何だ？　われら%2F天空の%2F助力を\n%1F欲するというのか？,¿Me habéis invocado? ¿Acaso\nnecesitáis ayuda celestial en\nvuestra pugna por la victoria?,revisar
33003404,よかろう…。\nわれが%1F加われば　%1F必ずや%2F天空から\n%2F勝利の%2F祝福がもたらされるであろう！,"Muy bien... Conmigo en el equipo, los cielos\nintercederán en nuestro favor. ¡Nadie podrá\nderrotarnos!",revisar
33003404,%1F用も%1F無くわれを%1F呼んだというのか！\n%2F失礼な！,¡¿Cómo osáis llamarme sin motivo\nalguno?! ¡Blasfemia!,revisar
33003404,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003404,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",memoria
33003404,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",memoria
33003404,はいはい　もしもし！\nあっ　イナズマジャパンですね！,,sin_traducir
33003404,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003404,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,memoria
33003405,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33003405,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003405,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003405,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33003405,イナズマジャパンよ…。\nおまえたちが　われらを%1F呼んだのか。\n%2F天空の%2F使徒の%1F力が%2F必要なのですか？,"Ah, el Inazuma Japón...\n¿Me habéis convocado?\n¿Buscáis la tutela de los cielos?",revisar
33003405,ではここで%2F証明してみせなさい！\nイナズマジャパンが　%1F力を%1F貸すに\n%2F相応しいチームである%1F事を。,"¡Demostrad vuestra valía, pues!\n¡Nosotros no ayudamos ni\nal débil ni al cobarde!",revisar
33003405,%1F強がらなくてもいいのですよ。\n%1F後できっと　われらの%2F助力が\n%2F必要になるでしょう。,No hace falta recurrir a bravatas.\nEs natural buscar el auxilio\nde los seres superiores.,revisar
33003405,やはり　われら%2F天空の%2F使徒の%2F助力を\n%1F欲するというのですか？,¿Vais a admitir que requerís\nde la ayuda celestial?,revisar
33003405,なんと！\nわれに%1F勝つとは…。,"¡Me habéis derrotado! Impresionante...\nVuestra valía ha quedado patente. Bien,\na partir de hoy, somos compañeros.",revisar
33003405,%1F分かりました。\nわれの%1F力を%1F貸してあげましょう。,,sin_pareja
33003405,…まだわれの%1F力を%1F使うには\n%1F早いようですね。\n%2F出直して%1F来なさい。,Carecéis de preparación para recibir\nmi poder. Volved cuando seáis más\nfuertes.,revisar
33003405,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003405,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",memoria
33003405,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",memoria
33003405,はいはい　もしもし！\nあっ　イナズマジャパンですね！,,sin_traducir
33003405,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003405,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,memoria
33003406,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33003406,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003406,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003406,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33003406,イナズマジャパンよ…。\nおまえたちが　われらを%1F呼んだのか。\n%2F天空の%2F使徒の%1F力が%2F必要なのですか？,"Ah, el Inazuma Japón...\n¿Me habéis convocado?\n¿Buscáis la tutela de los cielos?",revisar
33003406,ではここで%2F証明してみせなさい！\nイナズマジャパンが　%1F力を%1F貸すに\n%2F相応しいチームである%1F事を。,"¡Demostrad vuestra valía, pues!\n¡Nosotros no ayudamos ni\nal débil ni al cobarde!",revisar
33003406,%1F強がらなくてもいいのですよ。\n%1F後できっと　われらの%2F助力が\n%2F必要になるでしょう。,No hace falta recurrir a bravatas.\nEs natural buscar el auxilio\nde los seres superiores.,revisar
33003406,やはり　われら%2F天空の%2F使徒の%2F助力を\n%1F欲するというのですか？,¿Vais a admitir que requerís\nde la ayuda celestial?,revisar
33003406,なんと　われに%1F勝つとは…。,,sin_pareja
33003406,%1F分かりました。\nわれの%1F力を%1F貸してあげましょう。,"¿M-me han derrotado? Muy bien, vuestra\npericia es incuestionable. Seremos\ncompañeros.",revisar
33003406,…まだわれの%1F力を%1F使うには\n%1F早いようですね。\n%2F出直して%1F来なさい。,Carecéis de preparación para recibir\nmi poder. Volved cuando seáis más\nfuertes.,revisar
33003406,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003406,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",memoria
33003406,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",memoria
33003406,はいはい　もしもし！\nあっ　イナズマジャパンですね！,,sin_traducir
33003406,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003406,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,memoria
33003407,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33003407,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003407,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003407,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33003407,ほう　われの%1F助けを%1F借りたいと…。\nいいでしょう。　ただし…,"Ah, ¿buscáis el auxilio de los cielos?\nNo considero indigno ayudar a los mortales.",oficial
33003407,イナズマジャパンが　われの%1F力を%1F貸すに\n%2F相応しいか%1F確かめさせて%1F頂きます。\n%2F準備はよろしいですか？,Pero me niego a formar parte de un equipo\nque no lo merezca. ¡Demostrad\nvuestra valía! ¿Os veis con fuerzas?,oficial
33003407,…%1F今のあなたたちは\nわれの%2F足元にも%1F及ばぬ。,Ni siquiera hace falta entablar batalla\npara saber que carecéis de la calidad\nnecesaria para enfrentaros a un ángel.,oficial
33003407,%2F出直して%1F来なさい！\nチームをもっと%1F強くするのです。,Debéis entrenar más. Solo así llegaréis\na estar a la altura algún día.,oficial
33003407,では%1F始めますよ！,Vale. Vamos a ver de qué sois capaces.,oficial
33003407,そうですか。\nでは　%2F準備が%1F整ったら\nまた%1F話しかけてください。,"Muy bien. Preparaos, pues, y avisadme.",oficial
33003407,われの%1F助けを%1F借りたいのですか？\nでは　あなたたちの%1F強さを\n%1F確かめさせてください。,¿Aún requerís mi ayuda?\nAntes habré de comprobar si vuestro equipo\nes digno de la presencia de un ángel.,oficial
33003407,お%2F見事！\nあなたたちの%2F実力は%1F分かりました。,¡Colosal! Tus acompañantes y tú\nhabéis demostrado con creces\nvuestra valía.,oficial
33003407,いいでしょう。\nわれは%2F天空の%2F使徒ウイネル…\nあなたたちの%1F助けとなりましょう。,"Por tanto, merecéis que os auxilie.\nQue los cielos nos sean propicios.",oficial
33003407,ふふふ…　あなたたちの%1F負けです。\nわれの%1F事はあきらめなさい。,Así es como debe ser. Los humanos\nno son rivales para el poder de los ángeles.,oficial
33003407,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003407,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",memoria
33003407,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",memoria
33003407,はいはい　もしもし！\nあっ　イナズマジャパンですね！,,sin_traducir
33003407,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003407,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,memoria
33003408,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33003408,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003408,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003408,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33003408,イナズマジャパンよ…\nあなたたちのチームには\n%1F女の%1F子もいるのですか？,"Al fin acudís a mí, Inazuma Japón.\nTengo una pregunta que haceros...",revisar
33003408,もし　いるのなら…われと\n%2F勝負させてくれますね？,¿Contáis con damas en vuestro equipo?,revisar
33003408,おや…パーティに%1F女の%1F子がいませんよ。,"Si es así, debo pediros que me permitáis\njugar contra ellas.",revisar
33003408,さあ　%1F見せてください。\n%1F女の%1F子のサッカーを。,"No veo a ninguna dama en vuestra\ncompañía, mortal.",revisar
33003408,では　あなたたちに%1F用はありません。\n%1F早く%1F立ち%1F去りなさい。,"En tal caso, no me servís de nada.\nHasta siempre.",revisar
33003408,また%1F来たのですね…。\nわれと%1F女の%1F子を%2F勝負させてくれますね？,Habéis retornado...\n¿Están vuestras guerreras\nlistas para mostrarme su poder?,revisar
33003408,あなたのチームの%1F女の%1F子…。\nなかなかやるようですね。,¡Ah! ¡Sois auténticas luchadoras!\n¡Tal destreza hace que me sienta humilde!,revisar
33003408,イナズマジャパンよ…\nわれが%1F力を%1F貸してあげましょう。,"Inazuma Japón, sois un equipo digno\nde mi lealtad.",revisar
33003408,われの%1F力の%1F前では\n%1F女の%1F子は%2F無力…。,Los mortales no tienen nada que hacer\nfrente a mí...,revisar
33003408,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003408,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",memoria
33003408,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",memoria
33003408,はいはい　もしもし！\nあっ　イナズマジャパンですね！,,sin_traducir
33003408,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003408,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,memoria
33003409,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33003409,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003409,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003409,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33003409,イナズマジャパンよ…。\nおまえたちが　われらを%1F呼んだのか。\n%2F天空の%2F使徒の%1F力が%2F必要なのですか？,"Ah, el Inazuma Japón...\n¿Me habéis convocado?\n¿Buscáis la tutela de los cielos?",revisar
33003409,ではここで%2F証明してみせなさい！\nイナズマジャパンが　%1F力を%1F貸すに\n%2F相応しいチームである%1F事を。,"¡Demostrad vuestra valía, pues!\n¡Nosotros no ayudamos ni\nal débil ni al cobarde!",revisar
33003409,%1F強がらなくてもいいのですよ。\n%1F後できっと　われらの%2F助力が\n%2F必要になるでしょう。,No hace falta recurrir a bravatas.\nEs natural buscar el auxilio\nde los seres superiores.,revisar
33003409,やはり　われら%2F天空の%2F使徒の%2F助力を\n%1F欲するというのですか？,¿Vais a admitir que requerís\nde la ayuda celestial?,revisar
33003409,なんと　われに%1F勝つとは…。,,sin_pareja
33003409,%1F分かりました。\nわれの%1F力を%1F貸してあげましょう。,"¿M-me han derrotado? Muy bien, vuestra\npericia es incuestionable. Seremos\ncompañeros.",revisar
33003409,…まだわれの%1F力を%1F使うには\n%1F早いようですね。\n%2F出直して%1F来なさい。,Carecéis de preparación para recibir\nmi poder. Volved cuando seáis más\nfuertes.,revisar
33003409,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003409,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",memoria
33003409,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",memoria
33003409,はいはい　もしもし！\nあっ　イナズマジャパンですね！,,sin_traducir
33003409,%s　さんは\nウミガメ%1F島の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de la Isla de la Tortuga Marina.  ,memoria
33003409,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,memoria
33003410,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33003410,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003410,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33003410,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33003410,イナズマジャパンよ…。\nあなたたちが　%1F呼んだのかしら？,"Saludos, Inazuma Japón.\n¿Me habéis llamado?",oficial
33003410,どうしたのです？\nわたしたち　%2F天空の%2F使徒の%2F助力が\n%2F必要なのですか？,¿Acaso requerís auxilio celestial?,oficial
33003410,ではここで%2F証明してみせなさい！\nイナズマジャパンが　%1F力を%1F貸すに\n%2F相応しいチームである%1F事を。,"Bueno, habéis de saber que no otorgamos\nnuestra ayuda a todo aquel que la pide.\n¡Debéis demostrar que la merecéis!",oficial
33003410,%1F強がらなくてもいいのですよ。\n%1F後できっと　わたしの%2F助力が\n%2F必要になるわ。,La arrogancia no lleva a ningún sitio. ¡El\ndestino ha determinado que pronto os hará\nfalta mi amparo!,oficial
33003410,イナズマジャパンよ…。\nやはり　わたしの%2F助力が\n%2F必要なのですか？,Estáis de vuelta... ¿Por fin os habéis\npercatado de que necesitáis mi ayuda?,oficial
